finalserialno,a01,a02,a03,region,recontact,agency,Constit_Code,Constit_Name,Interview_Date,total_num_dwel,total_num_hous,num_elig_people,edlevel,turnoutValidationReg
28321,"Lack of police force, to do with terrorism etc, and you don't get to see them on the streets any more",Conservatives,Fairly interested,North East,No,Kantar,Darlington,E14000658,11/07/2017,1,1,2,GCSE,Voted
28323,too much money to people on benefits who don't want ti work,Conservatives,Not at all interested,North East,No,Kantar,Darlington,E14000658,06/07/2017,1,1,1,No qualifications,Voted
28325,I HONESTLY BELIEVE IT'S THE PROBLEM WITH PEOPLE COMING IN FROM OUTSIDE THE COUNTRY AND NOT WORKING BUT CLAIMING BENEFITS ETC,Don`t know,Not very interested,North East,No,Kantar,Darlington,E14000658,14/08/2017,1,1,3,A-level,Voted
28401,"Security, terrorist threats.",Conservatives,Fairly interested,North East,Yes,Kantar,Darlington,E14000658,08/07/2017,1,1,2,A-level,Voted
28415,"I agree with Brexit, and with the shortage of housing and building more but not on green belts, also when they do the developers say they are going to build affordable housing, but when they do it always seems to be expensive,",Don`t know,Not very interested,North East,No,Kantar,Darlington,E14000658,11/07/2017,1,1,2,GCSE,Voted
28418,"The Brexit, I don't think people knew how it was going to effect everybody and the different parts such as Scotland who feel dragged into it as it was so close a vote.",Don`t know,Fairly interested,North East,No,Kantar,Darlington,E14000658,11/07/2017,1,1,2,GCSE,Voted
28419,"leavint the eu,",Don`t know,Not at all interested,North East,No,Kantar,Darlington,E14000658,11/07/2017,1,1,2,Undergraduate,Not voted-registered
28420,money tge economy,None/No party,Fairly interested,North East,No,Kantar,Darlington,E14000658,22/09/2017,1,1,2,Postgrad,Not voted-registered
28422,"funding for schools(including dropping Arts/Drama which is very important) , hospitals NHS and social issues and the privatisation of all these things sneaking through the back door",Labour,Very interested,North East,No,Kantar,Darlington,E14000658,06/07/2017,1,1,2,A-level,Voted
28423,"The state of the NHS, they have not got enough money and they never will have as people are living longer and treatments cost more money. There just is not enough money to pay for everything that's needed,",None/No party,Not very interested,North East,No,Kantar,Darlington,E14000658,06/07/2017,1,1,1,Undergraduate,
28515,TERRERISOM,Don`t know,Not at all interested,North East,No,GfK,Gateshead,E14000709,12/07/2017,1,1,1,Undergraduate,
28518,BREXIT,None/No party,Very interested,North East,No,GfK,Gateshead,E14000709,18/09/2017,1,1,1,Undergraduate,
28522,IMMIGRATION,Don`t know,Not at all interested,North East,No,GfK,Gateshead,E14000709,15/09/2017,1,1,2,A-level,
28617,lack of goverment funding for public services,Labour,Very interested,North East,No,GfK,Gateshead,E14000709,05/08/2017,1,1,1,GCSE,
28618,JOBS AND MONEY,None/No party,Not at all interested,North East,No,GfK,Gateshead,E14000709,13/09/2017,1,1,1,GCSE,
28622,THE NHS CUTS,Labour,Very interested,North East,No,GfK,Gateshead,E14000709,17/07/2017,1,1,2,Undergraduate,
28624,imigration,Labour,Not at all interested,North East,No,GfK,Gateshead,E14000709,21/07/2017,1,1,2,A-level,
28625,goverment not interested in helping the working class,None/No party,Fairly interested,North East,No,GfK,Gateshead,E14000709,27/07/2017,1,1,1,A-level,
28707,"brexit thing, too much interferance from people who didnt want to come out.",Conservatives,Fairly interested,North East,Yes,Kantar,Hexham,E14000746,11/07/2017,1,1,1,,Voted
28716,"brekit, seem to be jusst arguing and no-one seems to know what they are doing",Conservatives,Not very interested,North East,No,Kantar,Hexham,E14000746,21/08/2017,1,1,3,,Not voted-registered
28717,"national health, shortage of beds and we have a little hospital at Rothbury but its going to close",Conservatives,Not very interested,North East,No,Kantar,Hexham,E14000746,04/09/2017,1,1,1,No qualifications,Voted
28718,"Decline in the NHS, seem under resourced, everyone's under stress, I think it's the volume of people in the UK",Don`t know,Fairly interested,North East,No,Kantar,Hexham,E14000746,13/09/2017,1,1,2,Undergraduate,Not voted-registered
28721,"Brexit, my son is a farmer and this will impact on farmers as eec looked after farmers",Conservatives,Very interested,North East,No,Kantar,Hexham,E14000746,12/07/2017,1,1,1,Undergraduate,Voted
28722,immigration,Don`t know,Not at all interested,North East,No,Kantar,Hexham,E14000746,11/07/2017,1,1,2,No qualifications,Not voted-unregistered
28816,"Negociations for Brexit and how that's going to impact everybody because the EU will make an example of the UK as they don't want other countries to leave, so we will suffer collectively as a nation.",None/No party,Not very interested,North East,No,Kantar,Hexham,E14000746,13/09/2017,1,1,2,Undergraduate,Voted
28818,austerity and inequality,Labour,Very interested,North East,No,Kantar,Hexham,E14000746,02/09/2017,1,1,2,Undergraduate,Voted
28819,climate change,None/No party,Fairly interested,North East,No,Kantar,Hexham,E14000746,01/09/2017,1,1,1,,Voted
28820,"I think the NHS is in a mess, lucky if you can get a gp in a fourtnight. I have doctors nurses and technicians in the NHS, it was an amazing thing but now i think they want to privatise it.",Conservatives,Not very interested,North East,No,Kantar,Hexham,E14000746,25/07/2017,1,1,1,No qualifications,Voted
28822,"brexit, I think we have made a mistake leaving Europe, there is lots of uncertainty about it and we have no trade agreement.",All of them/ more than one,Fairly interested,North East,No,Kantar,Hexham,E14000746,31/08/2017,1,1,2,Undergraduate,Voted
28823,Sorting out Brexit.,Conservatives,Very interested,North East,No,Kantar,Hexham,E14000746,14/09/2017,1,1,1,Undergraduate,Voted
28918,terrisom,Don`t know,Not at all interested,North East,No,Kantar,Houghton a,E14000754,13/07/2017,1,1,1,A-level,
28919,nhs pay cap,Don`t know,Not at all interested,North East,No,Kantar,Houghton a,E14000754,13/07/2017,1,1,1,Undergraduate,
28923,immigration,Don`t know,Not very interested,North East,No,Kantar,Houghton a,E14000754,25/07/2017,1,1,1,No qualifications,
29004,thd terriist attacks,Don`t know,Not very interested,North East,Yes,Kantar,Houghton a,E14000754,14/07/2017,1,1,2,GCSE,
29016,terroism,Labour,Not very interested,North East,No,Kantar,Houghton a,E14000754,25/07/2017,1,1,2,No qualifications,
29019,violence and terrorism,None/No party,Not at all interested,North East,No,Kantar,Houghton a,E14000754,27/07/2017,1,1,2,No qualifications,
29020,n hs / funding,Labour,Not very interested,North East,No,Kantar,Houghton a,E14000754,18/07/2017,1,1,2,Below GCSE,
29022,-1,,Not at all interested,North East,No,Kantar,Houghton a,E14000754,18/07/2017,1,1,2,A-level,
29023,terrorism,Conservatives,Not very interested,North East,No,Kantar,Houghton a,E14000754,14/07/2017,1,1,1,GCSE,
29024,-1,,Not at all interested,North East,No,Kantar,Houghton a,E14000754,14/07/2017,1,1,1,Undergraduate,
29116,government,None/No party,Not at all interested,North East,No,Kantar,Jarrow,E14000765,01/08/2017,1,1,1,A-level,
29117,"Hard to pick one, but the NHS, lack of money, the cutbacks, winters coming so a big big problem",Labour,Not very interested,North East,No,Kantar,Jarrow,E14000765,07/09/2017,1,1,3,A-level,Not voted-registered
29118,goverment cut,Don`t know,Not at all interested,North East,No,Kantar,Jarrow,E14000765,21/07/2017,1,1,1,No qualifications,Voted
29120,terrisiem,None/No party,Fairly interested,North East,No,Kantar,Jarrow,E14000765,21/07/2017,1,1,1,A-level,Voted
29124,"Jobs, i'm a fully trained builder and it's very difficult to find one on a building site at the moment, have previously worked all over the country and have considered going to Germany for work. Even getting jobs outside of my profession is",Labour,Fairly interested,North East,No,Kantar,Jarrow,E14000765,07/09/2017,1,1,2,GCSE,Not voted-registered
29126,brexit,None/No party,Fairly interested,North East,No,Kantar,Jarrow,E14000765,21/07/2017,1,1,1,No qualifications,Voted
29215,immagration,None/No party,Fairly interested,North East,No,Kantar,Jarrow,E14000765,01/08/2017,1,1,2,GCSE,
29217,"Probably the Brexit, the process, the immigration reason that as given was misleading, if run again I think the result would be different and also the drop in value of pound against euro since.",Labour,Fairly interested,North East,No,Kantar,Jarrow,E14000765,14/09/2017,1,1,3,Undergraduate,Voted
29218,immagration,Conservatives,Fairly interested,North East,No,Kantar,Jarrow,E14000765,17/08/2017,1,1,1,No qualifications,
29219,to many people,Don`t know,Not at all interested,North East,No,Kantar,Jarrow,E14000765,21/07/2017,1,1,2,A-level,Not voted-unregistered
29220,housing benifits,None/No party,Not very interested,North East,No,Kantar,Jarrow,E14000765,08/08/2017,1,1,2,Undergraduate,Not voted-registered
29222,"The NHS is being run into the ground, it's misnanaged and it's not what it started out to be",Labour,Not at all interested,North East,No,Kantar,Jarrow,E14000765,06/09/2017,1,1,3,GCSE,Not voted-registered
29224,lack of nhs,Labour,Fairly interested,North East,No,Kantar,Jarrow,E14000765,10/08/2017,1,1,2,No qualifications,Voted
29225,immagration,None/No party,Not very interested,North East,No,Kantar,Jarrow,E14000765,01/08/2017,1,1,2,No qualifications,
29507,Brexit/ i think we need to come out of europe but we need to remain a joined together country/ we need a deal that the whole counrty is happy with./-,Conservatives,Fairly interested,North East,Yes,Kantar,Newcastle,E14000833,14/07/2017,1,1,2,A-level,Voted
29508,Immigration/ im not racist but i think they do a lot for foreingers and not for people  who have been born here/  also there is not enough info on how to claim benefits when you really need them ./-,Labour,Fairly interested,North East,Yes,Kantar,Newcastle,E14000833,20/07/2017,1,1,2,A-level,Not voted-unregistered
29516,"NHS / Its going down , the nurses should be higher paid more. / they are leaving because of the conditions and mistakes are being made because there are people wo are not qualified/-",Labour,Fairly interested,North East,No,Kantar,Newcastle,E14000833,20/07/2017,1,1,1,No qualifications,Voted
29517,Looking after the eldery  and care. / There are not enough people that help older people especially in nursing homes /  i feel the authorities dont do enough for the elderly especially in care  / they are just left to thmselves/p,Liberal Democrats,Not very interested,North East,No,Kantar,Newcastle,E14000833,09/08/2017,1,1,1,No qualifications,Not voted-registered
29521,Debt/ The money that the country owes/ -,Labour,Not very interested,North East,No,Kantar,Newcastle,E14000833,18/07/2017,1,1,1,Below GCSE,Not voted-registered
29617,education and national health /  its gone to pot we used to have the best  / theres too much red tape/ the money s being spent in the wrong place /p,None/No party,Not very interested,North East,No,Kantar,Newcastle,E14000833,16/08/2017,1,1,1,No qualifications,Voted
29618,Brexit/ what is going to happen/ i voted out which i thought was good . but now there is a lot of scaremongering which worries me/ i wish tjey would hurry up and do/-,Conservatives,Fairly interested,North East,No,Kantar,Newcastle,E14000833,18/07/2017,1,1,2,GCSE,Not voted-registered
29619,I dnt think we should let anymore different races into our country / they should be able to stay for 3 months then they shuld be made to go home whether they have a job or not /-,Conservatives,Fairly interested,North East,No,Kantar,Newcastle,E14000833,03/08/2017,1,1,1,No qualifications,Not voted-registered
29620,Brexit/ its taking too long i think we should get on with it and go/-,Labour,Fairly interested,North East,No,Kantar,Newcastle,E14000833,03/08/2017,1,1,1,A-level,Not voted-unregistered
29621,"immagration/ its getting out of control , there not nough homes, jobs  the national health system is pushe / its completely out of hand/-",Conservatives,Not very interested,North East,No,Kantar,Newcastle,E14000833,17/07/2017,1,1,2,A-level,
29622,Politicians all lie through their teeth/ they keep promising that theyre going to put extra money into the NHS  and they never do/ p,Don`t know,Not at all interested,North East,No,Kantar,Newcastle,E14000833,09/08/2017,1,1,1,No qualifications,Voted
29624,Brexit/ im very disappointed because i said i would remain/ we havnt gor any leaders to take us through and i think its going to be  very difficult/-,None/No party,Very interested,North East,No,Kantar,Newcastle,E14000833,17/07/2017,1,1,2,GCSE,Voted
29915,terrorism,None/No party,Not at all interested,North East,No,Natcen,Sunderland,E14000982,05/08/2017,1,1,2,No qualifications,Not voted-registered
29917,politicians who arent up to the job,Labour,Fairly interested,North East,No,Natcen,Sunderland,E14000982,15/08/2017,1,1,1,No qualifications,Voted
29918,the economy/ lack of jobs/ businesses/ this northern powerhouse doesnt seem to apply to this area,Labour,Very interested,North East,No,Natcen,Sunderland,E14000982,25/07/2017,1,1,1,Undergraduate,Voted
29921,jobs for people if you work and have money it gives you a better life,Labour,Fairly interested,North East,No,Natcen,Sunderland,E14000982,03/08/2017,1,1,1,Below GCSE,Voted
29924,dont know,None/No party,Not at all interested,North East,No,Natcen,Sunderland,E14000982,17/08/2017,1,1,1,Undergraduate,Not voted-registered
29926,terrorism,Don`t know,Not at all interested,North East,No,Natcen,Sunderland,E14000982,05/08/2017,1,1,1,A-level,Voted
30002,Brexit/ the turmoil its going to put the country in,Conservatives,Fairly interested,North East,Yes,Natcen,Sunderland,E14000982,28/07/2017,1,1,1,Undergraduate,
30019,the people keep changing their minds about things like the general election and brexit,None/No party,Not very interested,North East,No,Natcen,Sunderland,E14000982,05/08/2017,1,1,1,Undergraduate,Voted
30021,austerity/ the government have squeezed it too far. Londoncentric policies have had bad impact/ different areas need different policies/ housing policy is damaging peoples's lives,None/No party,Fairly interested,North East,No,Natcen,Sunderland,E14000982,12/08/2017,1,1,3,GCSE,Voted
30022,frightened about whats happeninmg in politics brexit is very worrying as we dont know which way to go if its going to be bad or good,Conservatives,Very interested,North East,No,Natcen,Sunderland,E14000982,28/09/2017,1,1,1,Undergraduate,Voted
30117,Immigration,Conservatives,Not very interested,North West,No,Natcen,Altrincham,E14000532,14/08/2017,1,1,1,No qualifications,Voted
30120,A good leader,Conservatives,Fairly interested,North West,No,Natcen,Altrincham,E14000532,14/08/2017,1,1,2,No qualifications,Voted
30122,"Phoney voting - irregularities in the voting process, particularly in the ethnic communities",Conservatives,Very interested,North West,No,Natcen,Altrincham,E14000532,20/07/2017,1,1,2,A-level,
30123,Unrest and prdjudices and dissatisfaction with Austerity,Conservatives,Very interested,North West,No,Natcen,Altrincham,E14000532,20/07/2017,1,1,2,Undergraduate,Voted
30215,"Brexit, i.e leaving the EU",None/No party,Very interested,North West,No,Natcen,Altrincham,E14000532,07/08/2017,1,1,2,Postgrad,Voted
30216,Brexit,Labour,Very interested,North West,No,Natcen,Altrincham,E14000532,07/08/2017,1,1,2,Undergraduate,Voted
30217,Terrorism,Conservatives,Fairly interested,North West,No,Natcen,Altrincham,E14000532,07/08/2017,1,1,2,A-level,Voted
30219,Economic situation and the uncertainty over Brexit,Conservatives,Fairly interested,North West,No,Natcen,Altrincham,E14000532,07/09/2017,1,1,1,Postgrad,Voted
30222,Brexit,None/No party,Not very interested,North West,No,Natcen,Altrincham,E14000532,29/08/2017,1,1,2,Postgrad,Voted
30317,scarey stuff;bombings,Labour,Not at all interested,North West,No,GfK,Birkenhead,E14000559,14/07/2017,1,1,1,A-level,Not voted-registered
30318,POVERTY AND HOMELESSNESS. I only care about things that affect me. OTHERWISE i AM NOT HIGHLY INTERESTED IN POLITICS,Don`t know,Not at all interested,North West,No,GfK,Birkenhead,E14000559,14/07/2017,1,1,1,A-level,Voted
30320,"Brexit - getting what is best for the country in terms of a deal. There has been media manipulation to sway public opinion, E.g. during Corbyn's election  campaign the media was weighted negatively towards him. The media trtied to force an ",Labour,Fairly interested,North West,No,GfK,Birkenhead,E14000559,21/07/2017,1,1,2,Undergraduate,Voted
