finalserialno,region,Constit_Code,Constit_Name,Interview_Date,total_num_dwel,total_num_hous,num_elig_people,turnoutValidationReg,Age,a01,a02,a03,e01,k01,k02,k03,k11,k13,k06,k08,y01,y03,y06,y07,y08,y09,y11,y17,y18
22324,London,Dulwich an,E14000673,13/07/2017,1,1,1,Voted,83.0,Lack of respect for the respect.,Labour,Fairly interested,1,6,No,,No,No,No,No,Don`t know,Rented from local authority,No religion,,No,Female,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
22422,London,Dulwich an,E14000673,18/09/2017,1,2,2,Voted,62.0,unemployment,Don`t know,Fairly interested,2,5,No,,Yes,No,No,No,"GBP 60,000 - GBP 74,999",Rented from private landlord,Christian - no denomination,Once a week or more,No,Male,Refused,Working full time -  employee (30+ hours),
22517,London,"Ealing, So",E14000676,26/06/2017,1,1,2,,24.0,"Terrorism, they are cotrrupting the youth , groups such as ISIS ,Radicalisation.",Labour,Not very interested,Don`t know,7,Yes,Mail,No,No,No,No,Don`t know,It belongs to a Housing Association,Islam/Muslim,Never or practically never,No,Female,Pakistani,Working part time - employee (8-29 hours),
22518,London,"Ealing, So",E14000676,14/09/2017,1,2,2,Voted,36.0,brexit,Labour,Very interested,3,8,Yes,Independent/The i,No,Yes,Yes,Yes,Refused,Own home on mortgage,No religion,,No,Female,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
22519,London,"Ealing, So",E14000676,20/09/2017,1,1,3,Voted,58.0,terrorism,None/No party,Not very interested,5,7,Yes,Metro,Yes,Yes,No,No,Refused,Own home on mortgage,Buddhist,Less often but at least once a month,No,Female,Indian,Retired from paid work,Yes
22524,London,"Ealing, So",E14000676,29/09/2017,1,1,1,,,nhs,Don`t know,Not very interested,1,0 Pay no attention,No,,Don`t know,Yes,No,No,Refused,It belongs to a Housing Association,Christian - no denomination,Less often but at least once a month,No,Female,African,Not working because long-term sick or disabled,Yes
22526,London,"Ealing, So",E14000676,14/09/2017,1,1,1,Not voted-registered,33.0,drug abuse,None/No party,Not very interested,4,5,Yes,Times,No,No,No,Yes,Refused,It belongs to a Housing Association,Roman Catholic,Less often but at least once in two weeks,No,Female,Irish,Looking after the family or home,Yes
22527,London,"Ealing, So",E14000676,14/09/2017,1,2,2,,57.0,inequality,Labour,Very interested,0 Left,10 Pay a great deal of attention,Yes,Mirror/Record,No,Yes,No,No,Refused,It belongs to a Housing Association,Roman Catholic,Once a week or more,No,Male,English/Welsh/Scottish/Northern Irish/British,Not working because temporarily sick or injured,Yes
22617,London,"Ealing, So",E14000676,22/09/2017,1,2,2,,32.0,rising price in general,Labour,Not at all interested,Don`t know,0 Pay no attention,No,,Yes,Yes,No,Yes,Refused,Rented from private landlord,Islam/Muslim,Once a week or more,No,Female,Pakistani,Looking after the family or home,Yes
22620,London,"Ealing, So",E14000676,19/08/2017,1,2,2,Voted,43.0,drug  crime,Labour,Very interested,10 Right,10 Pay a great deal of attention,Yes,London Evening Standard,Yes,Yes,No,Yes,Refused,Rented from private landlord,Islam/Muslim,Once a week or more,No,Male,Bangladeshi,Working full time -  employee (30+ hours),
22622,London,"Ealing, So",E14000676,24/09/2017,1,2,2,Voted,65.0,inequality in financialy,Labour,Very interested,3,9,Yes,Guardian/Observer,No,Yes,No,No,Refused,Own home on mortgage,No religion,,No,Female,English/Welsh/Scottish/Northern Irish/British,Working part time - employee (8-29 hours),
22623,London,"Ealing, So",E14000676,30/09/2017,1,1,1,Voted,36.0,lack of housing,None/No party,Very interested,4,8,Yes,Other,Yes,Yes,No,Yes,Refused,Own home on mortgage,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
22624,London,"Ealing, So",E14000676,22/09/2017,1,1,1,,,sort out brexit,None/No party,Very interested,7,10 Pay a great deal of attention,Yes,London Evening Standard,Yes,Yes,No,No,Refused,Own home outright,Roman Catholic,Once a week or more,No,Female,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
22625,London,"Ealing, So",E14000676,30/09/2017,1,2,2,Voted,75.0,finance,Conservatives,Not very interested,7,5,Yes,Mail,No,Yes,No,No,Refused,Own home outright,Church of England/ Anglican/Episcopal,Once a week or more,No,Male,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
22626,London,"Ealing, So",E14000676,21/09/2017,1,2,2,,55.0,high price in every thing,Labour,Not very interested,5,2,No,,Don`t know,No,No,No,Refused,Rented from private landlord,Christian - no denomination,Less often but at least once a year,No,Male,Refused,Working full time -  employee (30+ hours),
22701,London,Edmonton,E14000687,14/07/2017,1,1,2,Insufficient information,89.0,University fees are too high and should be decreased or scrapped for students who are born in this country or who have been living here for a long time,Labour,Not very interested,4,6,No,,No,Yes,No,No,"GBP 10,400 - GBP 15,599",Rented from local authority,Hindu,Less often but at least twice a year,No,Female,Refused,Retired from paid work,Yes
22711,London,Edmonton,E14000687,24/07/2017,1,1,2,Voted,89.0,BREXIT- I AM IN FAVOUR OF BREXIT.,Labour,Very interested,0 Left,10 Pay a great deal of attention,Yes,Times,Yes,Yes,No,No,"GBP 10,400 - GBP 15,599",Rented from local authority,Christian - no denomination,Less often but at least once a year,No,Male,Refused,Retired from paid work,Yes
22720,London,Edmonton,E14000687,14/07/2017,1,1,2,Not voted-registered,20.0,"IMPROVEMENT OF NHS- LONG WAITING LISTS, SHORTAGE OF DOCTORS",Don`t know,Not at all interested,Don`t know,0 Pay no attention,No,,No,No,No,No,Don`t know,Rented from local authority,Islam/Muslim,Less often but at least once in two weeks,No,Female,Refused,Looking after the family or home,No
22815,London,Edmonton,E14000687,14/07/2017,1,1,2,Voted,74.0,BREXIT,None/No party,Not very interested,4,3,No,,No,Yes,No,No,"GBP 45,000 - GBP 49,999",Own home outright,Roman Catholic,Once a week or more,No,Male,Irish,Retired from paid work,Yes
22826,London,Edmonton,E14000687,01/09/2017,1,1,2,Voted,23.0,ISSUES WITH THE NHS- UNDERFUNDING AND LACK OF STAFF,Don`t know,Not very interested,3,6,No,,No,Yes,No,Yes,Don`t know,Own home on mortgage,No religion,,No,Male,African,Working part time - employee (8-29 hours),
23116,London,Finchley a,E14000703,15/08/2017,1,1,3,Voted,61.0,housing,Labour,Fairly interested,3,8,Yes,Guardian/Observer,Yes,Yes,Yes,Yes,"GBP 45,000 - GBP 49,999",Own home outright,Jewish,Less often but at least twice a year,No,Female,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
23121,London,Finchley a,E14000703,17/08/2017,1,1,2,Voted,78.0,whether the country leave the EU,None/No party,Fairly interested,5,8,Yes,Guardian/Observer,No,Yes,No,No,"GBP 15,600 - GBP 20,799",Rented from private landlord,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,Working full time - self-employed (30+ hours),
23122,London,Finchley a,E14000703,04/09/2017,1,1,2,Voted,29.0,brexit,Labour,Very interested,3,8,Yes,Guardian/Observer,No,Yes,No,Yes,"GBP 100,000 or more",Rented from private landlord,No religion,,No,Male,White and Black Caribbean,Working full time -  employee (30+ hours),
23123,London,Finchley a,E14000703,12/07/2017,1,1,1,Voted,80.0,brexit,Don`t know,Very interested,2,10 Pay a great deal of attention,Yes,Guardian/Observer,Don`t know,Yes,No,No,"GBP 26,000 - GBP 31,199",Own home outright,No religion,,Yes: trade union,Female,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
23124,London,Finchley a,E14000703,19/07/2017,1,1,2,Voted,43.0,intolerance of diversity,Labour,Fairly interested,0 Left,6,Yes,Guardian/Observer,No,Yes,No,Yes,Refused,Own home on mortgage,No religion,,Yes: trade union,Female,English/Welsh/Scottish/Northern Irish/British,Working full time - self-employed (30+ hours),
23201,London,Finchley a,E14000703,20/07/2017,1,1,2,Voted,21.0,trade negotiations with the EU,Labour,Fairly interested,4,7,No,,No,No,No,Yes,"GBP 100,000 or more",Don`t know,No religion,,No,Male,White and Asian,A full time student or pupil,No
23211,London,Finchley a,E14000703,17/07/2017,1,1,1,Voted,70.0,environment,Green Party,Fairly interested,4,7,No,,No,Yes,No,Yes,"GBP 26,000 - GBP 31,199",Own home outright,No religion,,Yes: trade union,Female,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
23215,London,Finchley a,E14000703,20/07/2017,1,1,3,Voted,20.0,national health service,Labour,Fairly interested,3,7,No,,Yes,Yes,Yes,Yes,Don`t know,Own home on mortgage,No religion,,No,Female,English/Welsh/Scottish/Northern Irish/British,A full time student or pupil,Yes
23216,London,Finchley a,E14000703,24/08/2017,1,1,2,Voted,64.0,immigration,Conservatives,Fairly interested,5,7,No,,Yes,Yes,No,No,"GBP 5,200 - GBP 10,399",Own home on mortgage,Christian - no denomination,Less often but at least once a month,Yes: trade union,Male,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
23220,London,Finchley a,E14000703,21/07/2017,1,1,1,Voted,80.0,poor economic performance,Labour,Fairly interested,2,6,No,,No,Yes,No,No,"GBP 15,600 - GBP 20,799",Own home outright,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
23221,London,Finchley a,E14000703,31/07/2017,1,1,2,Voted,32.0,immigration,Don`t know,Not at all interested,2,0 Pay no attention,No,,Yes,Yes,No,Yes,"GBP 40,000 - GBP 44,999",Own home on mortgage,No religion,,No,Female,English/Welsh/Scottish/Northern Irish/British,Working part time - employee (8-29 hours),
23318,London,Hackney No,E14000720,03/09/2017,1,1,2,,33.0,economy,Conservatives,Very interested,7,8,Yes,Mail,No,No,Yes,Yes,"GBP 5,200 - GBP 10,399",It belongs to a Housing Association,Islam/Muslim,Once a week or more,No,Male,Refused,Unemployed and actively seeking work,Yes
23323,London,Hackney No,E14000720,03/09/2017,1,1,2,,57.0,where is it really going,None/No party,Fairly interested,2,8,No,,No,Yes,No,No,"GBP 40,000 - GBP 44,999",Own home outright,No religion,,No,Male,Caribbean,Working full time - self-employed (30+ hours),
23326,London,Hackney No,E14000720,04/09/2017,1,1,2,,31.0,nhs,Don`t know,Fairly interested,3,7,Yes,Guardian/Observer,No,No,Yes,Yes,"GBP 60,000 - GBP 74,999",Rented from private landlord,No religion,,No,Male,Refused,Working full time -  employee (30+ hours),
23418,London,Hackney No,E14000720,09/07/2017,1,1,2,,47.0,need to be unified - no united front- everything a mess - infighting - mo leadrtship - nobodys together,Don`t know,Not at all interested,5,5,No,,No,Yes,No,No,"GBP 50,000 - GBP 59,999",Rented from private landlord,Jewish,Once a week or more,No,Male,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
23426,London,Hackney No,E14000720,03/09/2017,1,1,2,Voted,19.0,brexit,Labour,Fairly interested,3,6,Yes,Guardian/Observer,No,Yes,Yes,Yes,Don`t know,It belongs to a Housing Association,Islam/Muslim,Once a week or more,No,Male,Indian,Unemployed and actively seeking work,No
23505,London,Hammersmit,E14000726,25/07/2017,1,1,1,,31.0,Brexit,Labour,Very interested,1,10 Pay a great deal of attention,Yes,Other,No,Yes,No,No,"GBP 15,600 - GBP 20,799",Rented from local authority,No religion,,No,Male,Refused,A full time student or pupil,Yes
23515,London,Hammersmit,E14000726,12/07/2017,1,1,1,Voted,27.0,econmically reliable answer to Brexit.,None/No party,Very interested,5,6,Yes,Guardian/Observer,Yes,Yes,No,Yes,"GBP 100,000 or more",Rented from private landlord,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
23520,London,Hammersmit,E14000726,13/07/2017,1,1,1,Voted,33.0,Housing,Labour,Fairly interested,4,6,Yes,Guardian/Observer,Yes,Yes,No,No,"GBP 5,200 - GBP 10,399",Rented from local authority,No religion,,No,Female,Refused,Not working because long-term sick or disabled,Yes
23521,London,Hammersmit,E14000726,01/08/2017,1,1,1,Voted,40.0,Security issues relating to terrorism.,Labour,Fairly interested,4,6,Yes,Sun,Yes,Yes,Yes,Yes,"GBP 20,800 - GBP 25,999",It belongs to a Housing Association,Islam/Muslim,Never or practically never,Yes: trade union,Female,African,Working full time -  employee (30+ hours),
23523,London,Hammersmit,E14000726,21/08/2017,1,1,1,Voted,53.0,Brexit,None/No party,Not very interested,4,4,No,,Yes,Yes,No,Yes,"GBP 5,200 - GBP 10,399",Rented from local authority,Christian - no denomination,Less often but at least twice a year,No,Male,Irish,Not working because long-term sick or disabled,Yes
23617,London,Hammersmit,E14000726,31/07/2017,1,1,2,Insufficient information,31.0,Rising inequality,Labour,Fairly interested,2,6,Yes,Guardian/Observer,No,Yes,Yes,Yes,"GBP 26,000 - GBP 31,199",Rented from private landlord,Christian - no denomination,Less often but at least once a month,No,Female,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
23618,London,Hammersmit,E14000726,21/08/2017,1,1,2,Voted,29.0,Brexit,Conservatives,Very interested,6,7,Yes,Telegraph,Yes,Yes,No,Yes,"GBP 100,000 or more",Own home on mortgage,Church of England/ Anglican/Episcopal,Less often but at least once a month,No,Female,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
23622,London,Hammersmit,E14000726,17/07/2017,1,1,2,,71.0,"Housing - lack of plus difficulty for younger generation to get onto the housing ladder,",Labour,Fairly interested,5,7,Yes,Financial Times,Yes,Yes,No,No,Refused,Own home outright,Roman Catholic,Once a week or more,No,Female,English/Welsh/Scottish/Northern Irish/British,Working full time - self-employed (30+ hours),
23623,London,Hammersmit,E14000726,07/09/2017,1,1,1,,40.0,bREXIT,All of them/ more than one,Very interested,5,10 Pay a great deal of attention,Yes,Other,No,Yes,No,No,"GBP 100,000 or more",Rented from private landlord,Other Protestant,Less often but at least twice a year,No,Female,Irish,Working full time -  employee (30+ hours),
23716,London,Hampstead,E14000727,04/08/2017,1,1,1,,23.0,Disunity between the politicians in ALL parties,Labour,Fairly interested,3,6,Yes,Guardian/Observer,Yes,No,No,Yes,"Under GBP 2,600",It belongs to a Housing Association,Church of England/ Anglican/Episcopal,Once a week or more,No,Female,Caribbean,Unemployed and actively seeking work,Yes
23717,London,Hampstead,E14000727,24/07/2017,1,1,1,,,"Justice - social and economic, not very fair community",None/No party,Very interested,5,7,Yes,Any other national paper,Yes,Yes,No,Yes,"GBP 26,000 - GBP 31,199",It belongs to a Housing Association,No religion,,Yes: trade union,Male,Refused,Working full time -  employee (30+ hours),
23820,London,Hampstead,E14000727,26/07/2017,1,1,1,Voted,51.0,The Economy,Conservatives,Fairly interested,5,8,Yes,Times,No,Yes,No,No,"GBP 75,000 - GBP 99,999",Own home outright,No religion,,Yes: staff association,Male,English/Welsh/Scottish/Northern Irish/British,Working full time - self-employed (30+ hours),
23821,London,Hampstead,E14000727,19/07/2017,1,1,1,Voted,80.0,Brexit.  Couldn't mke up his mind on how to vote on referendum,Conservatives,Not very interested,7,8,Yes,Times,Yes,Yes,No,No,"GBP 75,000 - GBP 99,999",Own home outright,Other non-Christian,Never or practically never,No,Male,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
23822,London,Hampstead,E14000727,26/07/2017,1,1,1,,73.0,Brexit,Conservatives,Not very interested,7,9,No,,No,Yes,No,Yes,Refused,Own home outright,Jewish,Never or practically never,No,Female,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
23825,London,Hampstead,E14000727,26/07/2017,1,1,1,Voted,61.0,"Immagration, too many people using our services",None/No party,Not very interested,5,5,No,,Yes,Yes,No,Yes,"GBP 26,000 - GBP 31,199",It belongs to a Housing Association,Roman Catholic,Once a week or more,No,Female,Irish,Working part time - self-employed (8-29 hours),
23905,London,Harrow Eas,E14000731,03/07/2017,1,1,2,Voted,64.0,"brexit, how we going to end up ?. what will happen after it finish",None/No party,Very interested,3,9,No,,No,Yes,Yes,Yes,"GBP 26,000 - GBP 31,199",Own home outright,No religion,,Yes: trade union,Male,English/Welsh/Scottish/Northern Irish/British,Working part time - employee (8-29 hours),
23915,London,Harrow Eas,E14000731,15/07/2017,1,1,2,,34.0,"BREXIT ISSUE, DONT KNOW MUCH INFOTRMATION ABOUT WHAT IS GOING ON. CONFUSED ABOUT FUTURE",None/No party,Not very interested,5,1,No,,Yes,No,No,Yes,"GBP 20,800 - GBP 25,999",Rented from private landlord,Christian - no denomination,Less often,No,Female,Any other ethnic group,Looking after the family or home,No
